vid,category,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
G4DrewBrees_ERP_3840x2160_fps29.97_qp37_4266k,G4DrewBrees,53.57704469,3840,2160,yuv420p,29.97,600,8,4270279
G4DrewBrees_ERP_3840x2160_fps29.97_qp42_2186k,G4DrewBrees,44.52537756,3840,2160,yuv420p,29.97,600,8,2189981
G4DrewBrees_RCMP_2880x1920_fps29.97_qp27_16373k,G4DrewBrees,61.49819598,3840,1920,yuv420p,29.97,600,8,15125934
G4DrewBrees_RCMP_2880x1920_fps29.97_qp37_4116k,G4DrewBrees,56.18572893,3840,1920,yuv420p,29.97,600,8,14624345
G4DrewBrees_RCMP_2880x1920_fps29.97_qp42_2077k,G4DrewBrees,40.33826118,3840,1920,yuv420p,29.97,600,8,14270596
G4DrewBrees_TSP_3840x1920_fps29.97_qp27_18647k,G4DrewBrees,58.98661076,3840,1920,yuv420p,29.97,600,8,14651521
G4DrewBrees_TSP_3840x1920_fps29.97_qp37_5244k,G4DrewBrees,61.41113502,3840,1920,yuv420p,29.97,600,8,14421217
G4DrewBrees_TSP_3840x1920_fps29.97_qp42_2695k,G4DrewBrees,50.72855204,3840,1920,yuv420p,29.97,600,8,14219165
G4HachaWaterfall_ERP_3840x1920_fps29.97_qp27_27203k,G4HachaWaterfall,56.71636946,3840,1920,yuv420p,29.97,380,8,27207684
G4HachaWaterfall_ERP_3840x1920_fps29.97_qp37_6897k,G4HachaWaterfall,49.5993922,3840,1920,yuv420p,29.97,380,8,6901367
G4HachaWaterfall_ERP_3840x1920_fps29.97_qp42_2776k,G4HachaWaterfall,45.31191429,3840,1920,yuv420p,29.97,380,8,2780220
G4HachaWaterfall_RCMP_2880x1920_fps29.97_qp27_27982k,G4HachaWaterfall,57.03531746,3840,1920,yuv420p,29.97,380,8,22120938
G4HachaWaterfall_RCMP_2880x1920_fps29.97_qp37_7149k,G4HachaWaterfall,48.23824749,3840,1920,yuv420p,29.97,380,8,19424338
G4HachaWaterfall_RCMP_2880x1920_fps29.97_qp42_2977k,G4HachaWaterfall,47.36471636,3840,1920,yuv420p,29.97,380,8,16034934
G4HachaWaterfall_TSP_3840x1920_fps29.97_qp27_35207k,G4HachaWaterfall,52.0931273,3840,1920,yuv420p,29.97,380,8,21397329
G4HachaWaterfall_TSP_3840x1920_fps29.97_qp37_10844k,G4HachaWaterfall,48.41991865,3840,1920,yuv420p,29.97,380,8,19046682
G4HachaWaterfall_TSP_3840x1920_fps29.97_qp42_5183k,G4HachaWaterfall,42.93097175,3840,1920,yuv420p,29.97,380,8,16360914
G4WingsuitFlight_ERP_3840x2048_fps29.97_qp27_12696k,G4WingsuitFlight,57.38605155,3840,2048,yuv420p,29.97,510,8,12700254
G4WingsuitFlight_ERP_3840x2048_fps29.97_qp37_3545k,G4WingsuitFlight,59.10386204,3840,2048,yuv420p,29.97,510,8,3548684
G4WingsuitFlight_ERP_3840x2048_fps29.97_qp42_1877k,G4WingsuitFlight,43.83474094,3840,2048,yuv420p,29.97,510,8,1881449
G4WingsuitFlight_RCMP_2880x1920_fps29.97_qp27_10195k,G4WingsuitFlight,57.39730209,3840,1920,yuv420p,29.97,510,8,13576332
G4WingsuitFlight_RCMP_2880x1920_fps29.97_qp37_2600k,G4WingsuitFlight,51.36004921,3840,1920,yuv420p,29.97,510,8,13283116
G4WingsuitFlight_RCMP_2880x1920_fps29.97_qp42_1341k,G4WingsuitFlight,44.69845307,3840,1920,yuv420p,29.97,510,8,13041027
G4WingsuitFlight_TSP_3840x1920_fps29.97_qp27_9198k,G4WingsuitFlight,62.6821344,3840,1920,yuv420p,29.97,510,8,13055267
G4WingsuitFlight_TSP_3840x1920_fps29.97_qp37_2378k,G4WingsuitFlight,57.3633932,3840,1920,yuv420p,29.97,510,8,12846927
G4WingsuitFlight_TSP_3840x1920_fps29.97_qp42_1226k,G4WingsuitFlight,46.53233686,3840,1920,yuv420p,29.97,510,8,12341474
G5AngelFalls_ERP_7680x3840_fps29.97_qp27_84178k,G5AngelFalls,60.35872625,7680,3840,yuv420p,29.97,300,8,84184008
G5AngelFalls_ERP_7680x3840_fps29.97_qp37_24236k,G5AngelFalls,50.54501522,7680,3840,yuv420p,29.97,300,8,24241393
G5AngelFalls_ERP_7680x3840_fps29.97_qp42_10699k,G5AngelFalls,43.3584937,7680,3840,yuv420p,29.97,300,8,10704030
G5AngelFalls_RCMP_5760x3840_fps29.97_qp27_71667k,G5AngelFalls,55.37378492,7680,3840,yuv420p,29.97,300,8,70702926
G5AngelFalls_RCMP_5760x3840_fps29.97_qp37_15355k,G5AngelFalls,49.78288012,7680,3840,yuv420p,29.97,300,8,64329695
G5AngelFalls_RCMP_5760x3840_fps29.97_qp42_5831k,G5AngelFalls,39.64258905,7680,3840,yuv420p,29.97,300,8,55544889
G5AngelFalls_TSP_7680x3840_fps29.97_qp27_64777k,G5AngelFalls,55.49106624,7680,3840,yuv420p,29.97,300,8,63451197
G5AngelFalls_TSP_7680x3840_fps29.97_qp37_14925k,G5AngelFalls,52.93214084,7680,3840,yuv420p,29.97,300,8,57971125
G5AngelFalls_TSP_7680x3840_fps29.97_qp42_6127k,G5AngelFalls,48.32296331,7680,3840,yuv420p,29.97,300,8,49647884
G5BearSwimming_ERP_3840x2048_fps23.976_qp27_10225k,G5BearSwimming,58.65317982,3840,2048,yuv420p,23.976,500,8,10228748
G5BearSwimming_ERP_3840x2048_fps23.976_qp37_2779k,G5BearSwimming,52.41359925,3840,2048,yuv420p,23.976,500,8,2782117
G5BearSwimming_ERP_3840x2048_fps23.976_qp42_1273k,G5BearSwimming,33.75462413,3840,2048,yuv420p,23.976,500,8,1276438
G5BearSwimming_RCMP_2880x1920_fps23.976_qp27_9182k,G5BearSwimming,56.781881,3840,1920,yuv420p,23.976,500,8,12118467
G5BearSwimming_RCMP_2880x1920_fps23.976_qp37_2414k,G5BearSwimming,43.75087466,3840,1920,yuv420p,23.976,500,8,10548624
G5BearSwimming_RCMP_2880x1920_fps23.976_qp42_1098k,G5BearSwimming,29.81509926,3840,1920,yuv420p,23.976,500,8,9320673
G5BearSwimming_TSP_3840x1920_fps23.976_qp27_7817k,G5BearSwimming,51.99345528,3840,1920,yuv420p,23.976,500,8,11088273
G5BearSwimming_TSP_3840x1920_fps23.976_qp37_1860k,G5BearSwimming,49.00494036,3840,1920,yuv420p,23.976,500,8,9202484
G5BearSwimming_TSP_3840x1920_fps23.976_qp42_784k,G5BearSwimming,33.91482598,3840,1920,yuv420p,23.976,500,8,7649163
G5EbinShader_ERP_7168x3584_fps30_qp27_31040k,G5EbinShader,56.37461493,7168,3584,yuv420p,30.0,330,8,31045463
G5EbinShader_ERP_7168x3584_fps30_qp37_4094k,G5EbinShader,57.2112172,7168,3584,yuv420p,30.0,330,8,4098645
G5EbinShader_ERP_7168x3584_fps30_qp42_1383k,G5EbinShader,45.73428734,7168,3584,yuv420p,30.0,330,8,1387565
G5EbinShader_RCMP_5376x3584_fps30_qp27_29798k,G5EbinShader,60.97133728,7168,3584,yuv420p,30.0,330,8,27624898
G5EbinShader_RCMP_5376x3584_fps30_qp37_3950k,G5EbinShader,54.28835409,7168,3584,yuv420p,30.0,330,8,21909309
G5EbinShader_RCMP_5376x3584_fps30_qp42_1341k,G5EbinShader,47.22203286,7168,3584,yuv420p,30.0,330,8,18486564
G5EbinShader_TSP_7168x3584_fps30_qp27_32180k,G5EbinShader,61.49233882,7168,3584,yuv420p,30.0,330,8,25539938
G5EbinShader_TSP_7168x3584_fps30_qp37_5346k,G5EbinShader,59.95837335,7168,3584,yuv420p,30.0,330,8,21641788
G5EbinShader_TSP_7168x3584_fps30_qp42_1804k,G5EbinShader,50.90038877,7168,3584,yuv420p,30.0,330,8,18396922
G5Neighborhood_ERP_3840x1920_fps23.976_qp27_24718k,G5Neighborhood,55.5697817,3840,1920,yuv420p,23.976,400,8,24721757
G5Neighborhood_ERP_3840x1920_fps23.976_qp37_7721k,G5Neighborhood,56.06926349,3840,1920,yuv420p,23.976,400,8,7724296
G5Neighborhood_ERP_3840x1920_fps23.976_qp42_3894k,G5Neighborhood,44.50648773,3840,1920,yuv420p,23.976,400,8,3897955
G5Neighborhood_RCMP_2880x1920_fps23.976_qp27_21854k,G5Neighborhood,59.76345971,3840,1920,yuv420p,23.976,400,8,24027854
G5Neighborhood_RCMP_2880x1920_fps23.976_qp37_6107k,G5Neighborhood,57.28095881,3840,1920,yuv420p,23.976,400,8,23324572
G5Neighborhood_RCMP_2880x1920_fps23.976_qp42_2920k,G5Neighborhood,43.33270678,3840,1920,yuv420p,23.976,400,8,21790771
G5Neighborhood_TSP_3840x1920_fps23.976_qp27_22320k,G5Neighborhood,58.63696195,3840,1920,yuv420p,23.976,400,8,23021161
G5Neighborhood_TSP_3840x1920_fps23.976_qp37_6466k,G5Neighborhood,55.16455482,3840,1920,yuv420p,23.976,400,8,22321218
G5Neighborhood_TSP_3840x1920_fps23.976_qp42_3151k,G5Neighborhood,43.20658404,3840,1920,yuv420p,23.976,400,8,21113282
G5ResistMarch_ERP_3840x1920_fps29.97_qp27_19898k,G5ResistMarch,60.36083393,3840,1920,yuv420p,29.97,300,8,19902963
G5ResistMarch_ERP_3840x1920_fps29.97_qp37_3644k,G5ResistMarch,48.77406578,3840,1920,yuv420p,29.97,300,8,3649498
G5ResistMarch_ERP_3840x1920_fps29.97_qp42_1484k,G5ResistMarch,35.96454177,3840,1920,yuv420p,29.97,300,8,1489067
G5ResistMarch_RCMP_2880x1920_fps29.97_qp27_19645k,G5ResistMarch,61.66726487,3840,1920,yuv420p,29.97,300,8,13958718
G5ResistMarch_RCMP_2880x1920_fps29.97_qp37_3568k,G5ResistMarch,43.82962861,3840,1920,yuv420p,29.97,300,8,12138084
G5ResistMarch_RCMP_2880x1920_fps29.97_qp42_1492k,G5ResistMarch,26.26440696,3840,1920,yuv420p,29.97,300,8,10176209
G5ResistMarch_TSP_3840x1920_fps29.97_qp27_21576k,G5ResistMarch,62.26998789,3840,1920,yuv420p,29.97,300,8,12526185
G5ResistMarch_TSP_3840x1920_fps29.97_qp37_4476k,G5ResistMarch,55.54357344,3840,1920,yuv420p,29.97,300,8,11365389
G5ResistMarch_TSP_3840x1920_fps29.97_qp42_1840k,G5ResistMarch,44.67364062,3840,1920,yuv420p,29.97,300,8,9926585
G5SubwayConstruction_ERP_3840x2160_fps23.976_qp27_10560k,G5SubwayConstruction,62.01698436,3840,2160,yuv420p,23.976,540,8,10563589
G5SubwayConstruction_ERP_3840x2160_fps23.976_qp37_2113k,G5SubwayConstruction,46.70872608,3840,2160,yuv420p,23.976,540,8,2115905
G5SubwayConstruction_ERP_3840x2160_fps23.976_qp42_1010k,G5SubwayConstruction,29.28835436,3840,2160,yuv420p,23.976,540,8,1013647
G5SubwayConstruction_RCMP_2880x1920_fps23.976_qp27_7860k,G5SubwayConstruction,59.46939998,3840,1920,yuv420p,23.976,540,8,12222405
G5SubwayConstruction_RCMP_2880x1920_fps23.976_qp37_1590k,G5SubwayConstruction,48.58911814,3840,1920,yuv420p,23.976,540,8,11091013
G5SubwayConstruction_RCMP_2880x1920_fps23.976_qp42_765k,G5SubwayConstruction,33.04302665,3840,1920,yuv420p,23.976,540,8,10921212
G5SubwayConstruction_TSP_3840x1920_fps23.976_qp27_9099k,G5SubwayConstruction,62.46854712,3840,1920,yuv420p,23.976,540,8,11816160
G5SubwayConstruction_TSP_3840x1920_fps23.976_qp37_2027k,G5SubwayConstruction,50.62266908,3840,1920,yuv420p,23.976,540,8,10985772
G5SubwayConstruction_TSP_3840x1920_fps23.976_qp42_961k,G5SubwayConstruction,34.8713873,3840,1920,yuv420p,23.976,540,8,10759855
G6AngelFallsClimbing_ERP_7680x3840_fps29.97_qp27_54581k,G6AngelFallsClimbing,63.41985732,7680,3840,yuv420p,29.97,320,8,54585939
G6AngelFallsClimbing_ERP_7680x3840_fps29.97_qp37_5981k,G6AngelFallsClimbing,56.47621472,7680,3840,yuv420p,29.97,320,8,5986108
G6AngelFallsClimbing_ERP_7680x3840_fps29.97_qp42_1663k,G6AngelFallsClimbing,30.00674885,7680,3840,yuv420p,29.97,320,8,1668053
G6AngelFallsClimbing_RCMP_5760x3840_fps29.97_qp27_38041k,G6AngelFallsClimbing,61.16220776,7680,3840,yuv420p,29.97,320,8,43988628
G6AngelFallsClimbing_RCMP_5760x3840_fps29.97_qp37_3582k,G6AngelFallsClimbing,54.09301878,7680,3840,yuv420p,29.97,320,8,35874437
G6AngelFallsClimbing_RCMP_5760x3840_fps29.97_qp42_1306k,G6AngelFallsClimbing,20.38460453,7680,3840,yuv420p,29.97,320,8,25661118
G6AngelFallsClimbing_TSP_7680x3840_fps29.97_qp27_29114k,G6AngelFallsClimbing,64.65449678,7680,3840,yuv420p,29.97,320,8,37833416
G6AngelFallsClimbing_TSP_7680x3840_fps29.97_qp37_3561k,G6AngelFallsClimbing,56.78367963,7680,3840,yuv420p,29.97,320,8,32486453
G6AngelFallsClimbing_TSP_7680x3840_fps29.97_qp42_1480k,G6AngelFallsClimbing,24.71943655,7680,3840,yuv420p,29.97,320,8,25918662
G6DragonTale_ERP_3840x2160_fps30_qp27_13868k,G6DragonTale,60.44738427,3840,2160,yuv420p,30.0,480,8,13871602
G6DragonTale_ERP_3840x2160_fps30_qp37_3984k,G6DragonTale,53.29478412,3840,2160,yuv420p,30.0,480,8,3987436
G6DragonTale_ERP_3840x2160_fps30_qp42_2057k,G6DragonTale,39.46492619,3840,2160,yuv420p,30.0,480,8,2060714
G6DragonTale_RCMP_2880x1920_fps30_qp27_13321k,G6DragonTale,60.83755535,3840,1920,yuv420p,30.0,480,8,15140643
G6DragonTale_RCMP_2880x1920_fps30_qp37_3770k,G6DragonTale,51.92029363,3840,1920,yuv420p,30.0,480,8,15418968
G6DragonTale_RCMP_2880x1920_fps30_qp42_1891k,G6DragonTale,39.33901166,3840,1920,yuv420p,30.0,480,8,15462895
G6DragonTale_TSP_3840x1920_fps30_qp27_16002k,G6DragonTale,60.97387807,3840,1920,yuv420p,30.0,480,8,14919289
G6DragonTale_TSP_3840x1920_fps30_qp37_4715k,G6DragonTale,50.91467081,3840,1920,yuv420p,30.0,480,8,15352080
G6DragonTale_TSP_3840x1920_fps30_qp42_2433k,G6DragonTale,48.14601094,3840,1920,yuv420p,30.0,480,8,15598061
G6GTRDriving_ERP_3840x2160_fps30_qp27_28748k,G6GTRDriving,61.54274532,3840,2160,yuv420p,30.0,300,8,28753555
G6GTRDriving_ERP_3840x2160_fps30_qp37_8912k,G6GTRDriving,58.33806218,3840,2160,yuv420p,30.0,300,8,8916887
G6GTRDriving_ERP_3840x2160_fps30_qp42_4245k,G6GTRDriving,52.60026222,3840,2160,yuv420p,30.0,300,8,4250491
G6GTRDriving_RCMP_2880x1920_fps30_qp27_28616k,G6GTRDriving,63.14646796,3840,1920,yuv420p,30.0,300,8,17764220
G6GTRDriving_RCMP_2880x1920_fps30_qp37_8454k,G6GTRDriving,56.36698937,3840,1920,yuv420p,30.0,300,8,16797141
G6GTRDriving_RCMP_2880x1920_fps30_qp42_4022k,G6GTRDriving,46.61954944,3840,1920,yuv420p,30.0,300,8,15655848
G6GTRDriving_TSP_3840x1920_fps30_qp27_26951k,G6GTRDriving,63.17698809,3840,1920,yuv420p,30.0,300,8,16412861
G6GTRDriving_TSP_3840x1920_fps30_qp37_8004k,G6GTRDriving,58.33091701,3840,1920,yuv420p,30.0,300,8,15600721
G6GTRDriving_TSP_3840x1920_fps30_qp42_3916k,G6GTRDriving,58.10696276,3840,1920,yuv420p,30.0,300,8,14591665
G6ManhattanNight_ERP_3840x2048_fps23.976_qp27_25693k,G6ManhattanNight,57.68781305,3840,2048,yuv420p,23.976,380,8,25697111
G6ManhattanNight_ERP_3840x2048_fps23.976_qp37_4067k,G6ManhattanNight,60.09790471,3840,2048,yuv420p,23.976,380,8,4070694
G6ManhattanNight_ERP_3840x2048_fps23.976_qp42_1273k,G6ManhattanNight,49.43536104,3840,2048,yuv420p,23.976,380,8,1276680
G6ManhattanNight_RCMP_2880x1920_fps23.976_qp27_22595k,G6ManhattanNight,61.41535866,3840,1920,yuv420p,23.976,380,8,15595142
G6ManhattanNight_RCMP_2880x1920_fps23.976_qp37_3282k,G6ManhattanNight,56.60415556,3840,1920,yuv420p,23.976,380,8,12248643
G6ManhattanNight_RCMP_2880x1920_fps23.976_qp42_979k,G6ManhattanNight,47.74836095,3840,1920,yuv420p,23.976,380,8,10328410
G6ManhattanNight_TSP_3840x1920_fps23.976_qp27_22474k,G6ManhattanNight,59.62310118,3840,1920,yuv420p,23.976,380,8,13941791
G6ManhattanNight_TSP_3840x1920_fps23.976_qp37_4050k,G6ManhattanNight,58.96030793,3840,1920,yuv420p,23.976,380,8,11683351
G6ManhattanNight_TSP_3840x1920_fps23.976_qp42_1308k,G6ManhattanNight,52.13297437,3840,1920,yuv420p,23.976,380,8,9798709
G6YeahBoy_ERP_7680x3840_fps29.97_qp27_2625k,G6YeahBoy,62.32939789,7680,3840,yuv420p,29.97,300,8,2629586
G6YeahBoy_ERP_7680x3840_fps29.97_qp37_572k,G6YeahBoy,27.06100677,7680,3840,yuv420p,29.97,300,8,576908
G6YeahBoy_ERP_7680x3840_fps29.97_qp42_713k,G6YeahBoy,25.50219321,7680,3840,yuv420p,29.97,300,8,718316
G6YeahBoy_RCMP_5760x3840_fps29.97_qp27_2336k,G6YeahBoy,57.29965714,7680,3840,yuv420p,29.97,300,8,9170686
G6YeahBoy_RCMP_5760x3840_fps29.97_qp37_512k,G6YeahBoy,25.79786999,7680,3840,yuv420p,29.97,300,8,4115473
G6YeahBoy_RCMP_5760x3840_fps29.97_qp42_638k,G6YeahBoy,22.06644552,7680,3840,yuv420p,29.97,300,8,4030730
G6YeahBoy_TSP_7680x3840_fps29.97_qp27_3426k,G6YeahBoy,63.25732557,7680,3840,yuv420p,29.97,300,8,8870218
G6YeahBoy_TSP_7680x3840_fps29.97_qp37_758k,G6YeahBoy,34.17996752,7680,3840,yuv420p,29.97,300,8,4302038
G6YeahBoy_TSP_7680x3840_fps29.97_qp42_775k,G6YeahBoy,26.8642564,7680,3840,yuv420p,29.97,300,8,4147503
G6YosemiteGliding_ERP_3840x2048_fps23.976_qp27_16349k,G6YosemiteGliding,61.46751741,3840,2048,yuv420p,23.976,360,8,16353333
G6YosemiteGliding_ERP_3840x2048_fps23.976_qp37_3425k,G6YosemiteGliding,46.83078273,3840,2048,yuv420p,23.976,360,8,3428728
G6YosemiteGliding_ERP_3840x2048_fps23.976_qp42_1325k,G6YosemiteGliding,39.83813571,3840,2048,yuv420p,23.976,360,8,1328999
G6YosemiteGliding_RCMP_2880x1920_fps23.976_qp27_13444k,G6YosemiteGliding,58.61911136,3840,1920,yuv420p,23.976,360,8,16514843
G6YosemiteGliding_RCMP_2880x1920_fps23.976_qp37_2522k,G6YosemiteGliding,49.34195055,3840,1920,yuv420p,23.976,360,8,14930642
G6YosemiteGliding_RCMP_2880x1920_fps23.976_qp42_936k,G6YosemiteGliding,32.01868,3840,1920,yuv420p,23.976,360,8,12623280
G6YosemiteGliding_TSP_3840x1920_fps23.976_qp27_11940k,G6YosemiteGliding,60.7626625,3840,1920,yuv420p,23.976,360,8,14604701
G6YosemiteGliding_TSP_3840x1920_fps23.976_qp37_2247k,G6YosemiteGliding,47.07091908,3840,1920,yuv420p,23.976,360,8,13137119
G6YosemiteGliding_TSP_3840x1920_fps23.976_qp42_884k,G6YosemiteGliding,40.71905889,3840,1920,yuv420p,23.976,360,8,11626890
G7AuroraQuartzLake_ERP_7680x3840_fps30_qp27_7342k,G7AuroraQuartzLake,68.50310025,7680,3840,yuv420p,30.0,300,8,7347252
G7AuroraQuartzLake_ERP_7680x3840_fps30_qp37_798k,G7AuroraQuartzLake,52.14018956,7680,3840,yuv420p,30.0,300,8,802518
G7AuroraQuartzLake_ERP_7680x3840_fps30_qp42_643k,G7AuroraQuartzLake,41.00103813,7680,3840,yuv420p,30.0,300,8,647741
G7AuroraQuartzLake_RCMP_5760x3840_fps30_qp27_5543k,G7AuroraQuartzLake,65.9283668,7680,3840,yuv420p,30.0,300,8,19183320
G7AuroraQuartzLake_RCMP_5760x3840_fps30_qp37_570k,G7AuroraQuartzLake,54.29601289,7680,3840,yuv420p,30.0,300,8,7113565
G7AuroraQuartzLake_RCMP_5760x3840_fps30_qp42_550k,G7AuroraQuartzLake,38.93943556,7680,3840,yuv420p,30.0,300,8,6744145
G7AuroraQuartzLake_TSP_7680x3840_fps30_qp27_8057k,G7AuroraQuartzLake,63.60153893,7680,3840,yuv420p,30.0,300,8,18432202
G7AuroraQuartzLake_TSP_7680x3840_fps30_qp37_1138k,G7AuroraQuartzLake,61.12817142,7680,3840,yuv420p,30.0,300,8,9168721
G7AuroraQuartzLake_TSP_7680x3840_fps30_qp42_695k,G7AuroraQuartzLake,40.58565708,7680,3840,yuv420p,30.0,300,8,7514212
G7DragonCastleAttatck_ERP_3840x2048_fps24_qp27_15133k,G7DragonCastleAttatck,62.26112647,3840,2048,yuv420p,24.0,600,8,15136262
G7DragonCastleAttatck_ERP_3840x2048_fps24_qp37_4272k,G7DragonCastleAttatck,51.35714854,3840,2048,yuv420p,24.0,600,8,4275439
G7DragonCastleAttatck_ERP_3840x2048_fps24_qp42_2084k,G7DragonCastleAttatck,41.76050536,3840,2048,yuv420p,24.0,600,8,2086737
G7DragonCastleAttatck_RCMP_2880x1920_fps24_qp27_12286k,G7DragonCastleAttatck,66.25524086,3840,1920,yuv420p,24.0,600,8,14497494
G7DragonCastleAttatck_RCMP_2880x1920_fps24_qp37_3258k,G7DragonCastleAttatck,52.77008085,3840,1920,yuv420p,24.0,600,8,14181119
G7DragonCastleAttatck_RCMP_2880x1920_fps24_qp42_1536k,G7DragonCastleAttatck,33.78371761,3840,1920,yuv420p,24.0,600,8,13467728
G7DragonCastleAttatck_TSP_3840x1920_fps24_qp27_12955k,G7DragonCastleAttatck,65.91566493,3840,1920,yuv420p,24.0,600,8,13722828
G7DragonCastleAttatck_TSP_3840x1920_fps24_qp37_3668k,G7DragonCastleAttatck,56.94755092,3840,1920,yuv420p,24.0,600,8,13501156
G7DragonCastleAttatck_TSP_3840x1920_fps24_qp42_1810k,G7DragonCastleAttatck,48.17376724,3840,1920,yuv420p,24.0,600,8,12945475
G7OrchestraOfSpheres_ERP_7680x3840_fps24_qp27_4824k,G7OrchestraOfSpheres,62.74623567,7680,3840,yuv420p,24.0,300,8,4827739
G7OrchestraOfSpheres_ERP_7680x3840_fps24_qp37_1330k,G7OrchestraOfSpheres,40.83870995,7680,3840,yuv420p,24.0,300,8,1334046
G7OrchestraOfSpheres_ERP_7680x3840_fps24_qp42_683k,G7OrchestraOfSpheres,21.55397791,7680,3840,yuv420p,24.0,300,8,686766
G7OrchestraOfSpheres_RCMP_5760x3840_fps24_qp27_4143k,G7OrchestraOfSpheres,63.54924952,7680,3840,yuv420p,24.0,300,8,15243489
G7OrchestraOfSpheres_RCMP_5760x3840_fps24_qp37_1196k,G7OrchestraOfSpheres,39.47979013,7680,3840,yuv420p,24.0,300,8,14115376
G7OrchestraOfSpheres_RCMP_5760x3840_fps24_qp42_611k,G7OrchestraOfSpheres,21.84255407,7680,3840,yuv420p,24.0,300,8,14613459
G7OrchestraOfSpheres_TSP_7680x3840_fps24_qp27_5527k,G7OrchestraOfSpheres,63.67118542,7680,3840,yuv420p,24.0,300,8,15203345
G7OrchestraOfSpheres_TSP_7680x3840_fps24_qp37_1572k,G7OrchestraOfSpheres,45.00094203,7680,3840,yuv420p,24.0,300,8,14614108
G7OrchestraOfSpheres_TSP_7680x3840_fps24_qp42_822k,G7OrchestraOfSpheres,31.75100004,7680,3840,yuv420p,24.0,300,8,14790348
G7PressConference_ERP_4096x2048_fps30_qp27_4909k,G7PressConference,55.91442398,4096,2048,yuv420p,30.0,300,8,4914560
G7PressConference_ERP_4096x2048_fps30_qp37_1038k,G7PressConference,40.73052732,4096,2048,yuv420p,30.0,300,8,1043259
G7PressConference_ERP_4096x2048_fps30_qp42_509k,G7PressConference,26.33502976,4096,2048,yuv420p,30.0,300,8,514130
G7PressConference_RCMP_3072x2048_fps30_qp27_4286k,G7PressConference,60.30935636,4096,2048,yuv420p,30.0,300,8,7208224
G7PressConference_RCMP_3072x2048_fps30_qp37_980k,G7PressConference,38.89039918,4096,2048,yuv420p,30.0,300,8,5570952
G7PressConference_RCMP_3072x2048_fps30_qp42_485k,G7PressConference,26.02798211,4096,2048,yuv420p,30.0,300,8,4846799
G7PressConference_TSP_4096x2048_fps30_qp27_5525k,G7PressConference,62.97959754,4096,2048,yuv420p,30.0,300,8,6853566
G7PressConference_TSP_4096x2048_fps30_qp37_1238k,G7PressConference,47.99649205,4096,2048,yuv420p,30.0,300,8,5364939
G7PressConference_TSP_4096x2048_fps30_qp42_635k,G7PressConference,32.61120862,4096,2048,yuv420p,30.0,300,8,4785740
G7Shooting_ERP_4096x2048_fps30_qp27_4387k,G7Shooting,58.23717345,4096,2048,yuv420p,30.0,300,8,4391433
G7Shooting_ERP_4096x2048_fps30_qp37_880k,G7Shooting,42.26596221,4096,2048,yuv420p,30.0,300,8,884907
G7Shooting_ERP_4096x2048_fps30_qp42_294k,G7Shooting,28.23330978,4096,2048,yuv420p,30.0,300,8,298414
G7Shooting_RCMP_3072x2048_fps30_qp27_3965k,G7Shooting,57.59007391,4096,2048,yuv420p,30.0,300,8,6525945
G7Shooting_RCMP_3072x2048_fps30_qp37_961k,G7Shooting,41.34638523,4096,2048,yuv420p,30.0,300,8,4259068
G7Shooting_RCMP_3072x2048_fps30_qp42_353k,G7Shooting,27.34945093,4096,2048,yuv420p,30.0,300,8,2748916
G7Shooting_TSP_4096x2048_fps30_qp27_7770k,G7Shooting,62.78658551,4096,2048,yuv420p,30.0,300,8,6316872
G7Shooting_TSP_4096x2048_fps30_qp37_1963k,G7Shooting,56.02353591,4096,2048,yuv420p,30.0,300,8,4690622
G7Shooting_TSP_4096x2048_fps30_qp42_906k,G7Shooting,46.93147535,4096,2048,yuv420p,30.0,300,8,3512299
G7UcaimaWaterfall_ERP_3840x1920_fps29.97_qp27_46307k,G7UcaimaWaterfall,62.81159034,3840,1920,yuv420p,29.97,320,8,46312316
G7UcaimaWaterfall_ERP_3840x1920_fps29.97_qp37_13551k,G7UcaimaWaterfall,59.96843305,3840,1920,yuv420p,29.97,320,8,13555753
G7UcaimaWaterfall_ERP_3840x1920_fps29.97_qp42_5233k,G7UcaimaWaterfall,53.07028403,3840,1920,yuv420p,29.97,320,8,5238416
G7UcaimaWaterfall_RCMP_2880x1920_fps29.97_qp27_46695k,G7UcaimaWaterfall,65.95173354,3840,1920,yuv420p,29.97,320,8,32931275
G7UcaimaWaterfall_RCMP_2880x1920_fps29.97_qp37_11088k,G7UcaimaWaterfall,62.54135544,3840,1920,yuv420p,29.97,320,8,28061797
G7UcaimaWaterfall_RCMP_2880x1920_fps29.97_qp42_4032k,G7UcaimaWaterfall,50.80016319,3840,1920,yuv420p,29.97,320,8,22243134
G7UcaimaWaterfall_TSP_3840x1920_fps29.97_qp27_35825k,G7UcaimaWaterfall,63.46169473,3840,1920,yuv420p,29.97,320,8,26970758
G7UcaimaWaterfall_TSP_3840x1920_fps29.97_qp37_8308k,G7UcaimaWaterfall,58.08511284,3840,1920,yuv420p,29.97,320,8,22215967
G7UcaimaWaterfall_TSP_3840x1920_fps29.97_qp42_3149k,G7UcaimaWaterfall,54.9687055,3840,1920,yuv420p,29.97,320,8,17452913
G8ANewEmpire_ERP_3840x2048_fps29.97_qp27_33327k,G8ANewEmpire,59.31040447,3840,2048,yuv420p,29.97,500,8,33331314
